Unnamed: 0,Name,Address,GM Name,Country,City,LinkedIn URL
253,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand",,Thailand,Chon Buri 20110,
254,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",No data available.,Thailand,Chon Buri 20150,
255,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No information is provided about the General Manager of ibis Pattaya in the search results.,Thailand,Chang Wat Chon Buri 20150,https://th.linkedin.com/in/pablo-lopez-1981mcnchee
256,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",Jack Work,Thailand,Chang Wat Chon Buri 20150,https://www.linkedin.com/in/jack-work-02770a18
257,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,https://th.linkedin.com/in/pitchayaporn-thongkum-aa8219175
258,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",No information available.,Thailand,Chon Buri 20250,
259,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand",No updated data is provided in the search results regarding the General Manager of SO/ Sofitel Hua Hin.,Thailand,Chang Wat Phetchaburi 76120,
260,Novotel Rayong Star Convention Centre,"109 Sukhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand",Jirachot Chanjindachot,Thailand,Rayong 21000,
261,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand",,Thailand,Rayong 21190,
262,Mercure Rayong Lomtalay Villas & Resort,"289, Kram, Klaeng District, Chang Wat Rayong 21190, Thailand",No data available.,Thailand,Chang Wat Rayong 21190,
263,Mövenpick Asara Resort & Spa Hua Hin,"Amphur, 53 Hua Hin 5 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",No information is available on the general manager of Mövenpick Asara Resort & Spa Hua Hin in the provided sources.,Thailand,Prachuap Khiri Khan 77110,https://th.linkedin.com/in/sven-j-walter-2978691a
264,V Villas Hua Hin - MGallery,"63, 39 Phet Kasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",,Thailand,Prachuap Khiri Khan 77110,
265,ibis Hua Hin,"Phet Kasem Rd, Hua Hin, Hua Hin District, Chang Wat Prachuap Khiri Khan 77110, Thailand",No data available.,Thailand,Chang Wat Prachuap Khiri Khan 77110,
266,Veranda High Resort Chiang Mai - MGallery,"192, Ban Pong, Mueang Chiang Mai District, Chiang Mai 50230, Thailand",No data available for the General Manager of Veranda High Resort Chiang Mai - MGallery.,Thailand,Chiang Mai 50230,https://mv.linkedin.com/in/christoph-leonhard-6944a6131
267,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
268,ibis Chiang Mai Nimman Journeyhub,"7 17 Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
269,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,https://th.linkedin.com/in/sirisook-moore-0a217590
270,Mercure Koh Chang Hideaway,"111, 1, Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",,Thailand,Trat 23170,
271,Garrya Tongsai Bay Samui,"84, Tambon Bo Put, Amphoe Ko Samui, Surat Thani 84320, Thailand",Manuel,Thailand,Surat Thani 84320,https://th.linkedin.com/in/manuel-fafian-64470346
272,ibis Samui Bophut,"Bophut Beach, Ko Samui District, Surat Thani 84320, Thailand",No information available.,Thailand,Surat Thani 84320,
273,Mercure Samui Chaweng Tana,"17/135 หมู่ที่ 3 ถนน เลียบหาดเฉวง, Ko Samui District, Surat Thani 84320, Thailand",Adams Nitah.,Thailand,Surat Thani 84320,https://ca.linkedin.com/in/steven-nitah-14082530
274,Banyan Tree Samui,"99, 9, Maret, Surat Thani 84310, Thailand",Remko Kroesen,Thailand,Surat Thani 84310,https://th.linkedin.com/in/remko-kroesen-3abba86
275,Pullman Khao Lak Resort,"46 109 Moo 2 Soi 46 Laem Son Bangmuang, Phang Nga, 82190, Thailand",No updated data available.,Thailand,82190,
276,Grand Mercure Khao Lak Bangsak,"71 หมู่ 7 Bang Muang, Takua Pa District, Phang Nga 82190, Thailand",Matt.,Thailand,Phang Nga 82190,https://th.linkedin.com/in/mathyouu
277,Banyan Tree Krabi,"279 Tambon Nongtalay Amphoe Muang Krabi 81180, Thailand",Dawadee Songprasert.,Thailand,279 Tambon Nongtalay Amphoe Muang Krabi 81180,
278,Sofitel Krabi Phokeethra Golf & Spa Resort,"200 Moo 3 T.Nongtalay, Krabi, 81180, Thailand",Siripun Petchai,Thailand,81180,https://th.linkedin.com/in/siripun-chailai-ponamas-40190419a
279,ibis Styles Krabi Ao Nang,"725, Ao Nang, Krabi, 81180, Thailand",No specific name is provided in the search results for the General Manager of ibis Styles Krabi Ao Nang.,Thailand,81180,https://th.linkedin.com/in/wanwisa-banjongsiri-ba8015242
280,Mövenpick Resort Khao Yai,"Nakornratch, T Wangsai A, Pak Chong District, Nakhon Ratchasima 30130, Thailand",No information is available about the General Manager of Mövenpick Resort Khao Yai.,Thailand,Nakhon Ratchasima 30130,
281,Pullman Khon Kaen Raja Orchid,"9, 9 Prachasumran Road, Nai Mueang, Muang, Khon Kaen 40000, Thailand",Stanley Chan,Thailand,Khon Kaen 40000,https://th.linkedin.com/in/stanley-chan-39a14710
282,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",,Thailand,Pathum Thani 12130,
283,ibis Bangkok IMPACT,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120, Thailand",Vinod Singh Negi,Thailand,11120,https://th.linkedin.com/in/vinod-singh-negi-1a475024
284,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",,Thailand,Nonthaburi 11120,
285,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand",No data available.,Thailand,Bangkok 10310,
286,Swissôtel Bangkok Ratchada,"204 Ratchadaphisek Rd, Huai Khwang, Khet Huai Khwang, Bangkok 10320, Thailand",,Thailand,Bangkok 10320,
287,Pullman Bangkok King Power,"8, 2 Rang Nam Alley, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Bangkok 10400, Thailand",Luc Bollen.,Thailand,Bangkok 10400,https://hk.linkedin.com/in/ljjbollen
288,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand",,Thailand,Bangkok 10400,
289,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand",Orawan Vicharnarong,Thailand,Bangkok 10310,https://th.linkedin.com/in/orawan-vicharnarong-8550a9123
290,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",,Thailand,Bangkok 10400,
291,Mövenpick BDMS Wellness Resort Bangkok,"2 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",No data available.,Thailand,Bangkok 10330,
292,VIE Hotel Bangkok - MGallery,"117 39, 40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",Nicolas Peth,Thailand,Bangkok 10400,https://th.linkedin.com/in/nicpeth
293,Mercure Bangkok Sukhumvit 11,"18 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/niksto
294,Mövenpick Hotel Sukhumvit 15 Bangkok,"47 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jay Sudhakaran,Thailand,Bangkok 10110,https://th.linkedin.com/in/jay-sudhakaran-713a8519
295,Grand Mercure Bangkok Asoke Residence,"50, 5 Sukhumvit 19 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jon Warmington,Thailand,Bangkok 10110,https://th.linkedin.com/in/jon-warmington-9ab53211
296,Novotel Bangkok Ploenchit Sukhumvit,"566 Phloen Chit Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand",,Thailand,Bangkok 10330,
297,Mercure Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10330,https://bg.linkedin.com/in/nikolay-stoyanov-4301172
298,ibis Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",No information available.,Thailand,Bangkok 10330,
299,Novotel Bangkok on Siam Square,"392, 44 Siam Square Soi 6, Khwaeng Pathum Wan, Pathum Wan, Bangkok 10330, Thailand",Nicolas Peth,Thailand,Bangkok 10330,https://th.linkedin.com/in/nicpeth
300,Sofitel Bangkok Sukhumvit,"189 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Pana,Thailand,Bangkok 10110,https://th.linkedin.com/in/pana-ungkap-5b1731123
301,TRIBE Living Bangkok Sukhumvit 39,"122 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Chef Natra,Thailand,Bangkok 10110,https://id.linkedin.com/in/donald-tampubolon-90321a296
302,Novotel Suites Bangkok Sukhumvit 39,"5/9 Soi Phromsri, Soi Sukhumvit 39, Klongton-nua, Watthana, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
303,Novotel Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",Denis (no last name provided).,Thailand,Bangkok 10110,https://in.linkedin.com/in/denis-no-name-446184258
304,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Alley, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of ibis Styles Bangkok Sukhumvit 4.,Thailand,Bangkok 10110,https://th.linkedin.com/in/piyada-anyoo-beaudet-4453766
305,ibis Bangkok Sukhumvit 4,"41 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of ibis Bangkok Sukhumvit 4.,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
306,Novotel Living Bangkok Sukhumvit Legacy,"12-14 Sukhumvit 29 Alley Klong Toey Nua, Bangkok 10110, Thailand",Kanta Hanvesakul,Thailand,Bangkok 10110,https://th.linkedin.com/in/kanta-hanvesakul-a222241b
307,Novotel Bangkok Sukhumvit 20,"19/9 Sukhumvit 20 Alley, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/nikolayestoyanov
308,Mercure Bangkok Sukhumvit 24,"5, 1 Sukhumvit Rd, Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
309,Ibis Bangkok Sukhumvit 24,"5, 1 Sukhumvit 24 Road, Khwaeng Khlong Tan, Khet Khlong Toei, Bangkok 10110, Thailand",No data available for the General Manager of Ibis Bangkok Sukhumvit 24.,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
310,Homm Sukhumvit 34 Bangkok,"40 ซอย Soi Sukhumvit 34, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Boima Harris,Thailand,Bangkok 10110,https://th.linkedin.com/in/boima-harris-92192870
311,Novotel Bangkok Suvarnabhumi Airport,"Suvarnabhumi Airport, 999, Nong Prue, Bang Phli District, Samut Prakan 10540, Thailand",No information is available about the current General Manager of Novotel Bangkok Suvarnabhumi Airport.,Thailand,Samut Prakan 10540,https://th.linkedin.com/in/christophe-geoffroy-80033289
312,SO/ Bangkok,"2 N Sathon Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Khun Kamala Sukosol,Thailand,Bangkok 10500,https://th.linkedin.com/in/marisa-sukosol-nunbhakdi-4130a720
313,ibis Styles Bangkok Silom,"289 Si Lom Rd, Silom, Bang Rak, Bangkok 10500, Thailand",Vinod Singh Negi,Thailand,Bangkok 10500,https://th.linkedin.com/in/vinod-singh-negi-1a475024
314,Mercure Bangkok Surawong,"222 Surawong Rd, Si Phraya, Bang Rak, Bangkok 10500, Thailand",Benjamin Lehmann,Thailand,Bangkok 10500,https://kh.linkedin.com/in/benjaminlehmann
315,Banyan Tree Bangkok,"Located in: Thai Wah Plaza Co.,LTD, 21/100 S Sathon Rd, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Eddy See,Thailand,Bangkok 10120,https://sg.linkedin.com/in/eddy-see-a41925128
316,Pullman Bangkok Hotel G,"188 Si Lom Rd, Khwaeng Suriya Wong, Khet Bang Rak, Bangkok 10500, Thailand",Marie Bertrand,Thailand,Bangkok 10500,https://fr.linkedin.com/in/marieevbertrand
317,ibis Bangkok Sathorn,"Ngam Duphli Alley, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Vinod Singh Negi.,Thailand,Bangkok 10120,https://th.linkedin.com/in/vinod-singh-negi-1a475024
318,ibis Styles Bangkok Sukhumvit Phra Khanong,"1122 Sukhumvit Rd, Khwaeng Phra Khanong, Khet Khlong Toei, Bangkok 10110, Thailand",,Thailand,Bangkok 10110,
319,ibis Bangkok Riverside,"27 Soi Charoen Nakhon 17, Khwaeng Bang Lamphu Lang, Khet Khlong San, Bangkok 10600, Thailand",Vinod Singh Negi,Thailand,Bangkok 10600,https://th.linkedin.com/in/vinod-singh-negi-1a475024
320,ibis Styles Bangkok Sukhumvit 50,"2026, 11 Sukhumvit 50 Aly, Khwaeng Phra Khanong, Khlong Toei, Bangkok 10260, Thailand",No information is provided about the General Manager of ibis Styles Bangkok Sukhumvit 50 in the search results.,Thailand,Bangkok 10260,https://th.linkedin.com/in/kannika-mahapurksapong-1016943b
321,Novotel Bangkok Bangna,"333 Srinagarindra Rd, Khwaeng Nong Bon, Khet Prawet, Bangkok 10250, Thailand",,Thailand,Bangkok 10250,
322,NOVOTEL KOH SI CHANG,"333 Tha Thewawong, Ko Sichang District, Chon Buri 20120, Thailand",No data available.,Thailand,Chon Buri 20120,
323,Novotel Marina Sriracha,"339 Jerm Jom Phon Road, Amphoe Si Racha, Chon Buri 20110, Thailand","No information is available about the General Manager of Novotel Marina Sriracha in the provided sources. 

- **Blank**",Thailand,Chon Buri 20110,https://th.linkedin.com/in/vincent-olivier-445b7a31
324,Pullman Pattaya Hotel G,"445 Soi Saranchon, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Othmane Amrani,Thailand,Chon Buri 20150,https://sg.linkedin.com/in/othmane-amrani-485a2036
325,ibis Pattaya,"463, Nhongprue, 79, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No information is available about the General Manager of ibis Pattaya in the provided sources.,Thailand,Chang Wat Chon Buri 20150,https://th.linkedin.com/in/pablo-lopez-1981mcnchee
326,Mercure Pattaya Ocean Resort,"463, Nhongprue, 100 Pattaya Soi 2, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",No information is available about the General Manager of Mercure Pattaya Ocean Resort in the provided sources.,Thailand,Chang Wat Chon Buri 20150,https://th.linkedin.com/in/pablo-lopez-1981mcnchee
327,Veranda Resort Pattaya - MGallery,"211 Moo 1, Muang Pattaya, Sattahip District, Chon Buri 20250, Thailand",Preeyaporn Thongkum,Thailand,Chon Buri 20250,https://th.linkedin.com/in/preeyaporn-wongmoh-915843198
328,Mövenpick Siam Na Jomtien Pattaya,"55, Na, Sukhumvit Rd, Tambon Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",No information is available about the General Manager of Mövenpick Siam Na Jomtien Pattaya in the provided sources.,Thailand,Chon Buri 20250,
329,SO/ Sofitel Hua Hin,"115, Tambol Bangkao, Bang Kao, Hua Hin, Chang Wat Phetchaburi 76120, Thailand","No updated data is provided in the sources regarding the General Manager of SO/ Sofitel Hua Hin. 

- **Blank**",Thailand,Chang Wat Phetchaburi 76120,
330,Novotel Rayong Star Convention Centre,"109 Sukhumvit Rd, Tha Pradu, Mueang Rayong District, Rayong 21000, Thailand",Jirachot Chanjindachot,Thailand,Rayong 21000,
331,Novotel Rayong Rim Pae Resort,"4, 5 ถนน เพ-แกลง-กร่ำ, Chakphong, Klaeng District, Rayong 21190, Thailand",,Thailand,Rayong 21190,
332,Mercure Rayong Lomtalay Villas & Resort,"289, Kram, Klaeng District, Chang Wat Rayong 21190, Thailand",,Thailand,Chang Wat Rayong 21190,
333,Mövenpick Asara Resort & Spa Hua Hin,"Amphur, 53 Hua Hin 5 Alley, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Orlando,Thailand,Prachuap Khiri Khan 77110,
334,V Villas Hua Hin - MGallery,"63, 39 Phet Kasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",No data available.,Thailand,Prachuap Khiri Khan 77110,
335,ibis Hua Hin,"Phet Kasem Rd, Hua Hin, Hua Hin District, Chang Wat Prachuap Khiri Khan 77110, Thailand",No information available.,Thailand,Chang Wat Prachuap Khiri Khan 77110,
336,Veranda High Resort Chiang Mai - MGallery,"192, Ban Pong, Mueang Chiang Mai District, Chiang Mai 50230, Thailand",No data available.,Thailand,Chiang Mai 50230,
337,Novotel Chiangmai Nimman Journeyhub,"7, 77 หมู่ที่ 2 Huay Kaew Rd, Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Sirisook Moore,Thailand,Chiang Mai 50300,https://th.linkedin.com/in/sirisook-moore-0a217590
338,ibis Chiang Mai Nimman Journeyhub,"7 17 Huay Kaew Rd, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",No data available.,Thailand,Chiang Mai 50300,
339,ibis Styles Chiang Mai,"7, Kanklong, 9, Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",,Thailand,Chiang Mai 50300,
340,Mercure Koh Chang Hideaway,"111, 1, Koh Chang Tai, Ko Chang District, Trat 23170, Thailand",No data available.,Thailand,Trat 23170,
341,Garrya Tongsai Bay Samui,"84, Tambon Bo Put, Amphoe Ko Samui, Surat Thani 84320, Thailand",Manuel Rodriguez,Thailand,Surat Thani 84320,https://www.linkedin.com/in/manuel-rodriguez-52833b3
342,ibis Samui Bophut,"Bophut Beach, Ko Samui District, Surat Thani 84320, Thailand",No information available.,Thailand,Surat Thani 84320,
343,Mercure Samui Chaweng Tana,"17/135 หมู่ที่ 3 ถนน เลียบหาดเฉวง, Ko Samui District, Surat Thani 84320, Thailand",Adams Nitah.,Thailand,Surat Thani 84320,https://ca.linkedin.com/in/steven-nitah-14082530
344,Banyan Tree Samui,"99, 9, Maret, Surat Thani 84310, Thailand",Remko Kroesen,Thailand,Surat Thani 84310,https://th.linkedin.com/in/remko-kroesen-3abba86
345,Pullman Khao Lak Resort,"46 109 Moo 2 Soi 46 Laem Son Bangmuang, Phang Nga, 82190, Thailand",,Thailand,82190,
346,Grand Mercure Khao Lak Bangsak,"71 หมู่ 7 Bang Muang, Takua Pa District, Phang Nga 82190, Thailand","No specific name is provided in the search results for the General Manager of Grand Mercure Khao Lak Bangsak. 

- **Blank**",Thailand,Phang Nga 82190,https://th.linkedin.com/in/lance-crampton-a4864017
347,Banyan Tree Krabi,"279 Tambon Nongtalay Amphoe Muang Krabi 81180, Thailand","Dawadee Songprasert is not the General Manager of Banyan Tree Krabi. The most updated data does not provide the name of the current General Manager of Banyan Tree Krabi.

**Blank**",Thailand,279 Tambon Nongtalay Amphoe Muang Krabi 81180,https://th.linkedin.com/in/haruethai-maneerat-92616555
348,Sofitel Krabi Phokeethra Golf & Spa Resort,"200 Moo 3 T.Nongtalay, Krabi, 81180, Thailand",Siripun Petchai,Thailand,81180,https://th.linkedin.com/in/siripun-chailai-ponamas-40190419a
349,ibis Styles Krabi Ao Nang,"725, Ao Nang, Krabi, 81180, Thailand","No specific information about the General Manager's name is provided in the search results. 

- **Blank**",Thailand,81180,https://th.linkedin.com/in/thaninrath-wonggotwarin-944486a3
350,Pullman Phuket Arcadia Naithon Beach,"22, Naithon Beach, 2, Tambon Sa Khu, Amphur, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,https://www.linkedin.com/in/bjwilson
351,Banyan Tree Phuket,"33 Cherngtalay 33/27 ถนน Thalang District, Phuket 83110, Thailand","No specific name is mentioned in the provided sources for the General Manager of Banyan Tree Phuket. 

- **Blank**",Thailand,Phuket 83110,https://th.linkedin.com/in/michal-zitek-09a3a929
352,Mövenpick Phuket Bangtao,"35 Cherngtalay, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Michael Wenk,Thailand,Phuket 83110,https://www.linkedin.com/in/michaelscottwenkga
353,Homm Suites Laguna,"หมู่ที่ 4 61 ถนน ศรีสุนทร Choeng Thale, Thalang District, Phuket 83110, Thailand","No specific information is provided about the general manager of Homewood Suites by Hilton Aliso Viejo - Laguna Beach in the search results. Therefore, the response is blank.",Thailand,Phuket 83110,https://www.linkedin.com/in/martha-marquez-87883234
354,Cassia Phuket,"64, Srisoonthorn Road, Tambon Choeng Thale, Thalang District, Phuket 83110, Thailand",Brett Wilson,Thailand,Phuket 83110,https://www.linkedin.com/in/bjwilson
355,Novotel Phuket Kamala Beach,"118, 16, Kamala, Kathu District, Phuket 83150, Thailand",Pataraseth Pokinbenjarasamee,Thailand,Phuket 83150,https://th.linkedin.com/in/pataraseth-yu-pokinbenjarasamee-849aa722
356,Andaman Beach Hotel Phuket - Handwritten Collection,"17/1-3 Soi Prabaramee 4, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",Yap Jtwen,Thailand,Phuket 83150,
357,Novotel Phuket Resort,"282 Phrabaramee Rd, Tambon Patong, Kathu District, Phuket 83150, Thailand",Bilal Chamsine,Thailand,Phuket 83150,https://id.linkedin.com/in/bilal-chamsine-33b15720
358,Mövenpick Myth Hotel Patong Phuket,"27/9 200 Rat Uthit Song Roi Pi Rd, Kathu District, Phuket 83150, Thailand",Alberto J. Lugo-Vina,Thailand,Phuket 83150,https://vn.linkedin.com/in/alberto-j-lugo-vina-mba-65898721
359,ibis Phuket Patong,"10 Chalermphrakiat Road, Pa Tong, Amphoe Kathu, Phuket 83150, Thailand",No information is provided about the current General Manager of ibis Phuket Patong in the given sources.,Thailand,Phuket 83150,
360,Mövenpick Resort Khao Yai,"Nakornratch, T Wangsai A, Pak Chong District, Nakhon Ratchasima 30130, Thailand",No data available.,Thailand,Nakhon Ratchasima 30130,
361,Pullman Khon Kaen Raja Orchid,"9, 9 Prachasumran Road, Nai Mueang, Muang, Khon Kaen 40000, Thailand",Stanley Chan,Thailand,Khon Kaen 40000,https://th.linkedin.com/in/stanley-chan-39a14710
362,Novotel Bangkok Future Park Rangsit,"114 Phahonyothin Rd, Prachathipat, Thanyaburi District, Pathum Thani 12130, Thailand",,Thailand,Pathum Thani 12130,
363,ibis Bangkok IMPACT,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120, Thailand",Vinod Singh Negi,Thailand,11120,https://th.linkedin.com/in/vinod-singh-negi-1a475024
364,Novotel Bangkok Impact,"94 Popular Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",No data available.,Thailand,Nonthaburi 11120,
365,ibis Styles Bangkok Ratchada,"212 Ratchadaphisek Rd, Khwaeng Huai Khwang, Khet Huai Khwang, Bangkok 10310, Thailand",,Thailand,Bangkok 10310,
366,Swissôtel Bangkok Ratchada,"204 Ratchadaphisek Rd, Huai Khwang, Khet Huai Khwang, Bangkok 10320, Thailand",,Thailand,Bangkok 10320,
367,Pullman Bangkok King Power,"8, 2 Rang Nam Alley, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Bangkok 10400, Thailand",No data available.,Thailand,Bangkok 10400,
368,Mercure Bangkok Makkasan,"1599 Kamphaeng Phet 7 Rd, Khwaeng Makkasan, Khet Ratchathewi, Bangkok 10400, Thailand",,Thailand,Bangkok 10400,
369,Grand Mercure Bangkok Atrium,"1880 New Petchaburi Rd, Bangkapi, Khet Huai Khwang, Bangkok 10310, Thailand","No specific name is provided in the search results for the General Manager of Grand Mercure Bangkok Atrium. 

- **Blank**",Thailand,Bangkok 10310,https://th.linkedin.com/in/jon-warmington-9ab53211
370,Novotel Bangkok Platinum Pratunam,"220 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand","No information is provided in the search results regarding the General Manager's name at Novotel Bangkok Platinum Pratunam. 

- **Blank**",Thailand,Bangkok 10400,https://th.linkedin.com/in/cindydelhomel
371,Mövenpick BDMS Wellness Resort Bangkok,"2 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Tarin Luechaijam,Thailand,Bangkok 10330,https://th.linkedin.com/in/tarin-luechaikam-123b51293
372,VIE Hotel Bangkok - MGallery,"117 39, 40 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400, Thailand",Nicolas Peth,Thailand,Bangkok 10400,https://th.linkedin.com/in/nicpeth
373,Mercure Bangkok Sukhumvit 11,"18 Soi Sukhumvit 11, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10110,https://bg.linkedin.com/in/niksto
374,Mövenpick Hotel Sukhumvit 15 Bangkok,"47 Sukhumvit 15, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jay Sudhakaran,Thailand,Bangkok 10110,https://th.linkedin.com/in/jay-sudhakaran-713a8519
375,Grand Mercure Bangkok Asoke Residence,"50, 5 Sukhumvit 19 Alley, Khwaeng Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Jon Warmington,Thailand,Bangkok 10110,https://th.linkedin.com/in/jon-warmington-9ab53211
376,Novotel Bangkok Ploenchit Sukhumvit,"566 Phloen Chit Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330, Thailand",No information is provided about the current General Manager of Novotel Bangkok Ploenchit Sukhumvit in the search results.,Thailand,Bangkok 10330,https://th.linkedin.com/in/richard-grandis-377a7a36
377,Mercure Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",Nikolay Stoyanov,Thailand,Bangkok 10330,https://bg.linkedin.com/in/nikolayestoyanov
378,ibis Bangkok Siam,"927 Rama I Rd, Wangmai, Pathum Wan, Bangkok 10330, Thailand",No response available.,Thailand,Bangkok 10330,
