Member Name,Address,Phone,Email,Website
SPOOR AS,"{'Link': 'https://www.google.fr/maps/place/Wilsesgate 6 0178 OSLO NORVEGE/', 'Text': ''}",,ask@spoor.ai,https://www.spoor.ai
SSE RENEWABLES FRANCE,"{'Link': 'https://www.google.fr/maps/place/97 allée Alexandre Borodine 69800 Saint-Priest/', 'Text': ''}",,lena.dumontet@sse.com,https://www.sserenewables.com/
STATKRAFT MARKETS GMBH,"{'Link': 'https://www.google.fr/maps/place/Cité Internationale de Lyon, 66 quai Charles de Gaulle, 69463 Lyon Cedex 06, France/', 'Text': ''}",33478949486,enr@statkraft.com,https://www.statkraft.fr
SUBSEA 7 France,"{'Link': 'https://www.google.fr/maps/place/1 quai Marcel Dassault 92150 SURESNES/', 'Text': ''}",140979002,laurent.villard@subsea7.com,https://www.subsea7.com
SUEZ RV FRANCE,"{'Link': ""https://www.google.fr/maps/place/Tour CB21, 16 Place de l'Iris, 92040 Courbevoie/"", 'Text': ''}",01 58 81 30 50,,https://www.suez.com/fr
SUPPLY GRAPH,"{'Link': 'https://www.google.fr/maps/place/2 pl de Tourraine, 78000 Versailles - France/', 'Text': ''}",01 70 29 08 53,contact@supply-graph.io,https://www.supply-graph.io/
SYNERDEV,"{'Link': 'https://www.google.fr/maps/place/11 rue Court de Gebelin - Immeuble Le Neuilly/', 'Text': ''}",04 66 71 70 20,contact@synerdev.fr,https://www.synerdev.fr
SYNERIA,"{'Link': 'https://www.google.fr/maps/place/15 Rue Taitbout, 75009 Paris, France/', 'Text': ''}",+33 1 72 71 25 15,info@syneria.eu,https://syneria.eu/
SYNOPS CONSEIL,"{'Link': 'https://www.google.fr/maps/place/7 place Darcy 21000 Dijon/', 'Text': ''}",,contact@synops-conseil.fr,https://www.synops-conseil.fr/
TCO WIND LORRAINE SAS,"{'Link': 'https://www.google.fr/maps/place/63 Rue de Forbin 13002 Marseille/', 'Text': ''}",,info@tco-wind.com,http://www.tco-wind.com
Technostrobe,"{'Link': ""https://www.google.fr/maps/place/65 Rue Herbert O'connell, Coteau-du-Lac, QC J0P 1B0, Canada/"", 'Text': ''}",+1 450-763-2097,contact@technostrobe.com,https://technostrobe.com/
TEKERIA,"{'Link': 'https://www.google.fr/maps/place/57 Boulevard de la République Batiment 8 78400 Chatou/', 'Text': ''}",01 30 71 53 29,contact@tekeria.com,https://www.tekeria.com
TENERGIE SOLUTIONS,"{'Link': ""https://www.google.fr/maps/place/Arteparc de Meyreuil Bâtiment A Route de la Côte d'Azur 13590 MEYREUIL/"", 'Text': ''}",442287295,contact@tenergie.fr,https://tenergie.fr/
TENERRDIS,"{'Link': 'https://www.google.fr/maps/place/19 Rue des Berges 38000 Grenoble/', 'Text': ''}",04 76 51 85 34,,https://www.tenerrdis.fr/fr/
TENSAR INTERNATIONAL,"{'Link': 'https://www.google.fr/maps/place/46 rue Victor Hugo 69200 VÉNISSIEUX/', 'Text': ''}",04 78 67 62 13,etudes@tensar.fr,https://www.tensar.fr/
TERAPOLIS,"{'Link': 'https://www.google.fr/maps/place/74 rue Georges Bonnac - Résidence les Jardins de Gambetta Tour 3 -  33000 Bordeaux/', 'Text': ''}",05 54 07 02 09,contact@terapolisenergies.fr,https://www.terapolisenergies.fr/
TERR.A,"{'Link': 'https://www.google.fr/maps/place/10 rue du Colisée 75008 PARIS/', 'Text': ''}",,contact@terr-a.fr,https://www.terr-a.fr
TES (Transports Europe Services),"{'Link': 'https://www.google.fr/maps/place/6 rue de Lugano 68180 Horbourg Wihr/', 'Text': ''}",03 89 72 60 10,herve.kautzmann@tes-europe.fr,http://tes-europe.fr/
TOTALENERGIES,"{'Link': 'https://www.google.fr/maps/place/ LA DEFENSE 6 2 PLACE JEAN MILLIER 92400 COURBEVOIE/', 'Text': ''}",,,https://renouvelables.totalenergies.fr/fr
TRANSPORT CAPELLE,"{'Link': 'https://www.google.fr/maps/place/Mas David, 30360 Vézénobres/', 'Text': ''}",33466255500,coralyne.droz@augizeau-te.com,https://www.transports-capelle.fr/
TSE,"{'Link': 'https://www.google.fr/maps/place/55, allée Pierre Ziller 06560 Valbonne/', 'Text': ''}",04 83 15 11 54,carole.mathieu@tse.energy,https://tse.energy/
TTR ENERGY,"{'Link': ""https://www.google.fr/maps/place/Chaussée d'Alsemberg 997 1180 BRUXELLES/"", 'Text': ''}",0032 02 880 83 41,info@ttrenergy.com,http://ttrenergy.com
UL Solutions,"{'Link': ""https://www.google.fr/maps/place/Espace Technologique,Bâtiment Explorer Route de I'Orme des merisiers/"", 'Text': ''}",160198800,Lisa.Andrews@ul.com,http://www.ul.com/renewables
UNIFERGIE – CREDIT AGRICOLE,"{'Link': 'https://www.google.fr/maps/place/12 place des Etats-Unis 92548 Montrouge/', 'Text': ''}",04 95 29 33 33,,http://www.unifergie.fr
UNION DES PRODUCTEURS LOCAUX D’ELECTRICITE,"{'Link': 'https://www.google.fr/maps/place/14 rue du Parc National 64260 Arudy/', 'Text': ''}",05 64 27 04 88,chloe.duprat@energiedici.fr,https://www.energiedici.fr/
UNIPER RENEWABLES FRANCE,"{'Link': 'https://www.google.fr/maps/place/153 Boulevard HAUSSMANN, 75008 PARIS/', 'Text': ''}",06 77 18 40 11,nicolas.babikian@uniper.enery,https://www.uniper.energy/about-uniper/business-structure/renewables
VAISALA France,"{'Link': 'https://www.google.fr/maps/place/Tech Park, 6A Rue René Razel, 91400 Saclay, France/', 'Text': ''}",130572728,ventes@vaisala.com,https://www.vaisala.com/fr
VALOREM ENERGIE,"{'Link': 'https://www.google.fr/maps/place/213 cours Victor Hugo 33323 Begles Cedex/', 'Text': ''}",05 56 49 42 65,contact@valorem-energie.com,http://www.valorem-energie.com/
VATTENFALL ENERGIES SA,"{'Link': 'https://www.google.fr/maps/place/6 avenue de Bruxelles 68350 Didenheim/', 'Text': ''}",00 33 389383423,,https://www.vattenfall.fr
VDN GROUP,"{'Link': 'https://www.google.fr/maps/place/4 avenue Laurent Cély 92600 Asnieres sur Seine/', 'Text': ''}",03 44 57 98 33,contact@vdn-group.fr,https://vdn-group.com
VENDEE ENERGIE,"{'Link': 'https://www.google.fr/maps/place/3 rue du Maréchal Juin CS 80040 85036 La-Roche-Sur-Yon Cedex/', 'Text': ''}",02 51 45 88 86,ve@vendee-energie.fr,http://www.sydev-vendee.fr/pages/vendee-energie.php
VENSOLAIR,"{'Link': 'https://www.google.fr/maps/place/1025 rue Henri Becquerel Parc Club Millénaire Bât 4 34000 Montpellier/', 'Text': ''}",04 11 95 00 30,contact@vensolair.fr,https://vensolair.fr/
VENT D’EST SAS,"{'Link': 'https://www.google.fr/maps/place/3 Avenue Général de Gaulle 88000 Épinal/', 'Text': ''}",03 29 33 03 73,office.manager@vent-d-est.com,https://vent-d-est.com/
VENTELYS,"{'Link': 'https://www.google.fr/maps/place/17 rue Pagès\xa092150 Suresnes/', 'Text': ''}",01 84 19 49 63,,https://www.ventelys.fr
VENTIENT ENERGY,"{'Link': 'https://www.google.fr/maps/place/4th Floor, 12 Blenheim Place, Edinburgh, EH7 5JH, Royaume-Uni/', 'Text': ''}",+44 131 243 1380,communication@ventientenergy.com,https://www.ventientenergy.com/
VENTIS,"{'Link': 'https://www.google.fr/maps/place/74 rue du Docteur Jenner 59007 Lille/', 'Text': ''}",09 72 40 72 74,info@ventis.eu,
VERSPIEREN,"{'Link': 'https://www.google.fr/maps/place/8 avenue du Stade de France 93210 Saint-Denis/', 'Text': ''}",01 49 64 14 91,,https://www.verspieren.com
VESTAS,"{'Link': 'https://www.google.fr/maps/place/770 Avenue Alfred Sauvy 34470 Pérols/', 'Text': ''}",04 67 20 22 02,vestas-france@vestas.com,https://www.vestas.com/
VINCI CONSTRUCTION SERVICES PARTAGES,"{'Link': 'https://www.google.fr/maps/place/18 place de l’Europe 92565 Rueil Malmaison/', 'Text': ''}",01 47 16 38 00,,https://vinci-construction.com/fr/
Viridi Energies Renouvelables,"{'Link': 'https://www.google.fr/maps/place/10 rue Grenata 75003 Paris/', 'Text': ''}",,info@viridire.com,https://viridi.de/
VOLKSWIND France,"{'Link': 'https://www.google.fr/maps/place/45 rue du Cardinal Lemoine 75005 Paris/', 'Text': ''}",01 53 10 91 60,communication@volkswind.com,http://www.volkswind.fr/
VOLTA AVOCATS,"{'Link': 'https://www.google.fr/maps/place/4 rue de Rome 75008 Paris/', 'Text': ''}",,,http://www.volta-avocats.fr
VOLTA DEVELOPPEMENT (EOL PROD 1),"{'Link': 'https://www.google.fr/maps/place/16 rue de Washington, P/O WOJO, 75008 PAris/', 'Text': ''}",,,https://www.groupe-volta.com/
VOLTALIA,"{'Link': 'https://www.google.fr/maps/place/1330 rue JRGG de la Lauzière 13 856 Aix-en-Provence/', 'Text': ''}",01 40 88 96 10,secretariat@voltalia.com,http://www.voltalia.com
VOLTAN ENERGIES,"{'Link': 'https://www.google.fr/maps/place/16 rue Krug 25000 Besançon/', 'Text': ''}",06 45 08 22 32 ,frederic.beltran@voltan-energies.fr,
VOLTERRES,"{'Link': 'https://www.google.fr/maps/place/36 Rue Brunel, 75017 Paris/', 'Text': ''}",01 84 79 95 45,contact@Volterres.fr,https://volterres.fr/
VRYHOF,"{'Link': 'https://www.google.fr/maps/place/Vryhof Ancors 2901 CAPELLE AAN DEN IJSSEL/', 'Text': ''}",01 56 60 56 60,info@vryhof.com,http://www.vryhof.com
VSB ENERGIES NOUVELLES,"{'Link': 'https://www.google.fr/maps/place/27 Quai de la Fontaine 30900 Nîmes/', 'Text': ''}",04 66 21 78 43,contact@vsb-energies.fr,http://www.vsb-energies.fr/
VULCAIN,"{'Link': 'https://www.google.fr/maps/place/40 avenue Hoche 75008 Paris/', 'Text': ''}",01 44 70 63 80,,https://www.vulcain.eu
WATSON FARLEY & WILLIAMS LLP,"{'Link': 'https://www.google.fr/maps/place/26 avenue des Champs-Elysées 75008 Paris/', 'Text': ''}",01 56 88 21 21,parisinfo@wfw.com,http://www.wfw.com
WattaBase,"{'Link': 'https://www.google.fr/maps/place/3 RUE STENDHAL 38360 SASSENAGE/', 'Text': ''}",,contact@wattabase.com,https://wattabase.com/
WATTS.GREEN SARL,"{'Link': 'https://www.google.fr/maps/place/86 rue des Garennes 3-1170 Bruxelles Belgique/', 'Text': ''}",,info@watts.green,https://watts.green/
WEB Energie du Vent SAS,"{'Link': 'https://www.google.fr/maps/place/22 rue Charcot 75013 Paris/', 'Text': ''}",01 84 79 24 40,office@webenergieduvent.fr,http://www.webenergieduvent.fr/
WHITE AND CASE LLP,"{'Link': 'https://www.google.fr/maps/place/19 Place Vendôme, 75001 Paris/', 'Text': ''}",33155041515,,https://www.whitecase.com/
WINDSTROM FRANCE,"{'Link': 'https://www.google.fr/maps/place/7 Rue du Danemark 56400 Auray/', 'Text': ''}",,info@windstrom.de,https://www.windstrom.de/france.html
WKN France,"{'Link': 'https://www.google.fr/maps/place/Immeuble Le Cambridge 10 boulevard Emile Gabory 44200 Nantes/', 'Text': ''}",02 40 58 73 10,contact@wkn-france.fr,http://www.wkn-france.fr/
WPD SAS,"{'Link': 'https://www.google.fr/maps/place/98 rue du Château 92100 Boulogne Billancourt/', 'Text': ''}",01 41 31 09 02,info@wpd.fr,http://www.wpd.fr/start/
WPD WINDMANAGER,"{'Link': 'https://www.google.fr/maps/place/29 Rue des Rosati, 62000 Arras/', 'Text': ''}",03 21 15 91 86,windmanager@wpd.fr,https://www.windmanager.fr/
WPO,"{'Link': 'https://www.google.fr/maps/place/22 rue de Palestro 75002 Paris/', 'Text': ''}",01 75 77 06 80,welcome@wpo.eu,www.wpo.eu
